"date","time","session","title","topics","paper.1","paper.2","paper.3","paper.4","paper.5","paper.6","organizer","chair","discussants","panelist","moderator","paper"
"11/19/2023","4:00 PM-5:45 PM","2.D.27","NAASE III","Misc.","
Hypothetical Bias in Willingness-to-Travel Questions with an Unexpected Event: Implications for the Valuation of Nonmarket Benefits of Amateur Sport Events
John C. Whitehead*, Appalachian State University
Pamela Wicker, Bielefeld University","The Fear of First Strike: Quantitative Theory of Delayed Punishments
Jacek Rothert*, United States Naval Academy
Diego Gebhardt, United States Naval Academy
Scott Kaplan, United States Naval Academy","Competition in the Provision of Recreational Services: For-Profit and Non-Profit Equestrian Providers
Dennis Craig Coates*, University of Maryland, Baltimore County
Svenja Feiler, German Sport University Cologne
Pamela Wicker, Bielefeld University
Christoph Breuer, German Sport University Cologne","Playing in Front of the Bench: Selection of Courtside and Its Impact on Team Performance
Christian Deutscher*, Bielefeld University
Finn Spilker, Bielefeld University","","","E. Frank Stephenson, Berry College","Dennis Craig Coates, University of Maryland, Baltimore County","Jacek Rothert, United States Naval Academy
Christian Deutscher, Bielefeld University
John C. Whitehead, Appalachian State University
Dennis Craig Coates, University of Maryland, Baltimore County","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.29","Economics of Minorities, Races, Indigenous Peoples, and Immigrants I","Labor, Race","
Childhood Gender Nonconformity and Gender Gaps in Life Outcomes
Miguel Sarzosa*, Purdue University
Torsten Santavirta, University of Helsinki
Abigail R. Banan, Purdue University","How Localized Inclusive History Tours Serve as a Racism Reduction Strategy for Students
Michaël Bonnal*, The University of Tennessee at Chattanooga
Farron Kilburn Farron-Kilburn, The University of Tennessee at Chattanooga
Christopher W. Pell, San Diego Community College
Michael Gilliland, Chattanooga Organized for Action","The Effect of Racial and Ethnic Attitudes on Hispanic Identity in the U.S.
Hussain Hadah*, University of Houston ","U.S. Labor Market Effects of the Mexican Drug War
Yuci Chen*, W.E. Upjohn Institute for Employment Research
Mark Borgschulte, University of Illinois Urbana-Champaign
Eduardo Medina-Cortina, University of Illinois Urbana-Champaign","","","","Michaël Bonnal, The University of Tennessee at Chattanooga","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.30","Economics of Innovation II","Misc.","
Drivers of Firm-Government Engagement for Technology Ventures
Lauren Lanahan*, University of Oregon
Iman Hemmatian, California State Polytechnic University, Pomona
Evan E. Johnson, The University of North Carolina at Chapel Hill
Amol M. Joshi, Wake Forest University","The Role of Speedier Public Funding for Small High-Tech Firms
Paige Clayton*, Georgia Institute of Technology
Evan E. Johnson, The University of North Carolina at Chapel Hill","Product and Process Innovation in a Patent Citation Network
Mengxiao (Michelle) Liu*, Lehigh University","Service Innovation and Imported Inputs: Evidence from Europe and Central Asia
Saleh Tabrizy*, The University of Oklahoma
Easa Sahabeh, University of South-Eastern Norway","","","Saleh Tabrizy, The University of Oklahoma","Saleh Tabrizy, The University of Oklahoma","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.31","Gender Differences","Gender","
Looking for Boy-Girl Discrimination Using Time-Use Data
Aditi Kadam*, University of Georgia","Mother’s Education and Child Marriage among Girls: Evidence from India
Khushbu Mishra*, Stetson University
Disha Shende, Beloit College","Understanding Gender Disparities in Economic Network Strength: A New Model Using LinkedIn Network Data
Matthew Baird*, LinkedIn Corporation
Danielle Kavanagh-Smith, LinkedIn Corporation
Osonde Osoba, LinkedIn Corporation
Yuwen Wu, LinkedIn Corporation","Gender Norms and the Marriage and Child Penalty
William Edward Jergins*, University of Arkansas at Little Rock
Xin Broun, The University of Texas Rio Grande Valley","Gender Inequality within the Household: Evidence from Childcare Prices
Dangyang Zhang*, The University of Akron
Timothy N. Bond, Purdue University","","","William Edward Jergins, University of Arkansas at Little Rock","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.32","Determinants of International Trade","Trade","
Raising the Cost of Doing Business in Lower Income Countries: Trade Agreements with Stringent Multilateral Environmental Regulations
William R. Hauk*, University of South Carolina
Bentley Coffey, University of South Carolina
Patrick McLaughlin, Mercatus Center at George Mason University","Subsidized Wage, Small Businesses, and Exports: Evidence from the Paycheck Protection Program
Ali Enami*, The University of Akron
Sucharita Ghosh, The University of Akron","The Effect of the Local Content Requirements on Imports: Evidence from Canada's Renewable Energy Sector
Sooyoung Lee*, Hobart and William Smith Colleges","","","","","William R. Hauk, University of South Carolina","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.33","Higher Education Finances","Education, Finance","
Cost of Research and Education Activities in U.S. Colleges: Causal Evidence
Xiaoxiao Li*, Villanova University
Hajime Shimao, Pennsylvania State University","The Impact of Visibility on School Athletic Finances: An Empirical Analysis Using Google Trends
Divya Sadana*, University of Wisconsin–Eau Claire
Sarthak Subidit Behera, Centre College","The Effect of Student Loan Debt on Occupational Choice
Lhakpa Sherpa*, Sewanee: The University of the South","The Real Promise: Educational Trajectory Changes in K-8 Students after Promise Program Announcement
Ben Meadows*, The University of Alabama at Birmingham","","","","Divya Sadana, University of Wisconsin–Eau Claire","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.34","Climate Vulnerability and Environmental Economics II","Enviro. / Nat. Resources","
Heterogeneous Effect of Climate Change on House Prices
Zeynullah Gider*, University of New Orleans
M. Kabir Hassan, University of New Orleans
Reza Houston, Ball State University","Let ‘Em Grow: Do Florida Coastal Property Owners Value Mangroves?
Swaty Kajaria*, University of Georgia
Susana Ferreira, University of Georgia
Yukiko Hashida, University of Georgia","The Impact of Floods on Real Estate Prices in Hawaii
Sadichchha Shrestha*, University of Hawaii at Manoa
Peter Fuleky, University of Hawaii at Manoa
Nori Tarui, University of Hawaii at Manoa
Makena Coffman, University of Hawaii at Manoa
Victoria Keener, East-West Center","Economic Consequences of Climate Change: Evidence from the Philippines
Radine Rafols*, Cornell University","Green to Health: Environmental Regulation and Adult Morbidity
Wei Liu*, Louisiana State University
Junbing Xu, Minjiang University","","","Zeynullah Gider, University of New Orleans","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.35","The Elderly","Misc.","
Can High-Speed Rail Improve Middle-Aged and Elderly People’s Mental Health? Evidence from China
Yushang Wei*, State University of New York at Buffalo","Reciprocal Altruism and Time Transfers between Parents and Children
Neha Bairoliya*, University of Southern California
Karen Kopecky, Federal Reserve Bank of Atlanta
Bettina Siflinger, Tilburg University","Retirement Gender Gap in China: Why Women Are Missing Out on Life Satisfaction
Han Yu*, The University of Memphis
Erkmen G. Aslim, Grand Valley State University","Why Life Gets Better after Age 50 for Some: Mental Well-Being and the Social Norm of Work
Titus Galama*, University of Southern California
Coen van de Kraats, Erasmus University Rotterdam
Maarten Lindeboom, Vrije Universiteit Amsterdam","","","","Titus Galama, University of Southern California","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.36","Labor Force and Employment","Labor","
Does Computerization Affect Crime?
Pallab Ghosh*, The University of Oklahoma
Yao-Yu Chih, Texas State University
Zexuan Liu, Nanjing Audit University","Innovation and Employment Volatility: Evidence from Subnational Economies
Nune Hovhannisyan*, Loyola University Maryland
John Burger, Loyola University Maryland
Jeremy Schwartz, Loyola University Maryland","The Impact of Legalization of Recreational Marijuana on Labor Force Participation and Earnings
Muhammad Movahed*, Valdosta State University","Delegated Recruitment and Hiring Distortions
Stepan Aleksenko*, University of California, Los Angeles
Jacob Kohlhepp, University of California, Los Angeles","","","","Nune Hovhannisyan, Loyola University Maryland","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.37","Property Taxes","Finance","
Beyond Assessment: Racial and Gender Disparities in Property Taxation
Luke P. Rodgers*, Florida State University
Keith Ihlanfeldt, Florida State University","Effects of Property Assessment Growth Limit Portability on Migration Flows
Antonios Marios Koumpias*, University of Michigan-Dearborn
Stuart DiDonato, University of Michigan-Dearborn","Local Government Competition and Firms' Location Decisions
Mengwei Lin*, Cornell University","","","","","Antonios Marios Koumpias, University of Michigan-Dearborn","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.38","Roger Koppl et. al.’s Explaining Technology","Misc.","","","","","","","Leslie Marsh, The University of British Columbia","","","
Per L. Bylund, Oklahoma State University
Roger Koppl, Syracuse University
Vicente Moreno Casas, Texas Tech University
Mikayla Novak, Mercatus Center at George Mason University","Leslie Marsh, The University of British Columbia",""
"11/19/2023","4:00 PM-5:45 PM","2.D.39","Economics of Gender I","Gender","
The Effect of Realized Fertility on Ideal Fertility: Evidence from Demographic Health Surveys
Prankur Gupta*, The University of Texas at Austin","Rural-Urban Gap in Nutritional Outcomes of Women in Bangladesh: New Evidence from the Counterfactual Decomposition Methods
Md Mohsan Khudri*, University of Memphis","The China Shock and the Substitution of Public Employment: Gendered Changes in Employment Composition in Industrial Locations
Margaret Kohl*, Claremont Graduate University","Do Students and Parents Value Same-Gender Teachers? Evidence from an Online Tutoring Platform
Ini-Abasi Umosen*, University of California, Berkeley","","","Bryan McCannon, Illinois Wesleyan University","Astri Syse, Norwegian Institute of Public Health","Astri Syse, Norwegian Institute of Public Health
Charles Becker, Duke University
Alessandra L. González, The University of Chicago
Daniel Albuquerque, Bank of England","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.40","The Art and Science of Presenting Expert Testimony II","Misc.","","","","","","","Nik Volkov, Mercer University","","","
Michael Kaplan, Courtroom Boot Camp, LLC
Michele Gaines, Economic Consulting
Frank Adams, Adams Economic Consulting, LLC","Marc Weinstein, Team Economics",""
"11/19/2023","4:00 PM-5:45 PM","2.D.41","Frank Knight’s PPE Program","Public","
Knight and the Internal Ethics of Games
Erwin Dekker*, Mercatus Center at George Mason University","Frank Knight: The Tensions and Frustrations of Liberal Rationalism
Mario Rizzo*, New York University
Malte Frederic Dold, Pomona College","Frank H. Knight’s Philosophy, Politics and, Economics
Ross Emmett*, Arizona State University","Knight on Scientism and Socialism
Dillon Tauzin*, Chapman University
Kaitlyn Jean Woltz, California State University San Marcos","","","Malte Frederic Dold, Pomona College","Mario Rizzo, New York University","","","",""
"11/20/2023","8:00 AM-9:45 AM","3.A.01","Admissions and Retention in Higher Education","Education","
Determinants of Student Retention at a Small Liberal Arts College
Radek Szulga*, Lyon College","Distance to College Campuses and Enrollment among Adult Learners
Yiwei Duan*, Georgia State University","The Effect of Affirmative Action Bans in Colleges on the Mental Health of High School Students
Sanket Kanekar*, Alabama State University","Did State Abortion Bans Affect Applications to Medical Schools?
Joshua Hadley Hess*, University of South Carolina
Bentley Coffey, University of South Carolina","The Role of Class Rank in High School Course Choice
Ritika Sethi*, Rice University","","","Radek Szulga, Lyon College","","","",""
"11/20/2023","8:00 AM-9:45 AM","3.A.02","Structural Microeconomics: School Choice","Education, Metrics","
The Heterogeneous Effects of Changing SAT Requirements in Admissions: An Equilibrium Evaluation
Emilio Borghesan*, University of Pennsylvania","Location Choice, Commuting, and School Choice
Minseon Park*, Yale University
Dong Woo Hahm, University of Southern California","Leveraging Uncertainties to Infer-Preferences: Robust Analysis of School Choice
Dong Woo Hahm*, University of Southern California
Yeon-Koo Che, Columbia University
Yinghua He, Rice University","","","","Pengpeng Xiao, Duke University","Dong Woo Hahm, University of Southern California","Arnaud Maurel, Duke University
Francesco Agostinelli, University of Pennsylvania
Ewout Verriest, Pennsylvania State University","","",""
